"statename","year","BDRM1","BDRM2","Studio","MGR_all","state","homeless_total","homeless_individual","homeless_family","population","homeless_total_rate","homeless_individual_rate","homeless_family_rate"
"Louisiana",2019,742,863,710,866,"LA",2941,2416,525,4648794,0.06,0.05,0.01
"Maine",2015,619,859,665,792,"ME",2372,1219,1153,1328262,0.18,0.09,0.09
"Maine",2015,619,859,665,792,"ME",2372,1219,1153,1328262,0.18,0.09,0.09
"Maine",2015,619,859,665,792,"ME",2372,1219,1153,1328262,0.18,0.09,0.09
"Maine",2016,632,866,594,797,"ME",2241,1321,920,1331317,0.17,0.1,0.07
"Maine",2016,632,866,594,797,"ME",2241,1321,920,1331317,0.17,0.1,0.07
"Maine",2016,632,866,594,797,"ME",2241,1321,920,1331317,0.17,0.1,0.07
"Maine",2017,647,868,529,806,"ME",2280,1352,928,1334612,0.17,0.1,0.07
"Maine",2017,647,868,529,806,"ME",2280,1352,928,1334612,0.17,0.1,0.07
"Maine",2017,647,868,529,806,"ME",2280,1352,928,1334612,0.17,0.1,0.07
"Maine",2018,693,903,623,839,"ME",2516,1450,1066,1339057,0.19,0.11,0.08
"Maine",2018,693,903,623,839,"ME",2516,1450,1066,1339057,0.19,0.11,0.08
"Maine",2018,693,903,623,839,"ME",2516,1450,1066,1339057,0.19,0.11,0.08
"Maine",2019,673,909,727,870,"ME",2106,1232,874,1344212,0.16,0.09,0.07
"Maine",2019,673,909,727,870,"ME",2106,1232,874,1344212,0.16,0.09,0.07
"Maine",2019,673,909,727,870,"ME",2106,1232,874,1344212,0.16,0.09,0.07
"Maryland",2015,1025,1310,904,1278,"MD",8390,5383,3007,5985562,0.14,0.09,0.05
"Maryland",2015,1025,1310,904,1278,"MD",8390,5383,3007,5985562,0.14,0.09,0.05
"Maryland",2015,1025,1310,904,1278,"MD",8390,5383,3007,5985562,0.14,0.09,0.05
"Maryland",2016,1079,1321,993,1314,"MD",7689,4983,2706,6003323,0.13,0.08,0.05
"Maryland",2016,1079,1321,993,1314,"MD",7689,4983,2706,6003323,0.13,0.08,0.05
"Maryland",2016,1079,1321,993,1314,"MD",7689,4983,2706,6003323,0.13,0.08,0.05
"Maryland",2017,1118,1355,1011,1337,"MD",7247,5077,2170,6023868,0.12,0.08,0.04
"Maryland",2017,1118,1355,1011,1337,"MD",7247,5077,2170,6023868,0.12,0.08,0.04
"Maryland",2017,1118,1355,1011,1337,"MD",7247,5077,2170,6023868,0.12,0.08,0.04
"Maryland",2018,1143,1392,1077,1371,"MD",7144,4914,2230,6035802,0.12,0.08,0.04
"Maryland",2018,1143,1392,1077,1371,"MD",7144,4914,2230,6035802,0.12,0.08,0.04
"Maryland",2018,1143,1392,1077,1371,"MD",7144,4914,2230,6035802,0.12,0.08,0.04
"Maryland",2019,1180,1424,1062,1401,"MD",6561,4652,1909,6045680,0.11,0.08,0.03
"Maryland",2019,1180,1424,1062,1401,"MD",6561,4652,1909,6045680,0.11,0.08,0.03
"Maryland",2019,1180,1424,1062,1401,"MD",6561,4652,1909,6045680,0.11,0.08,0.03
"Massachusetts",2015,920,1234,910,1164,"MA",21135,6378,14757,6794228,0.31,0.09,0.22
"Massachusetts",2015,920,1234,910,1164,"MA",21135,6378,14757,6794228,0.31,0.09,0.22
"Massachusetts",2015,920,1234,910,1164,"MA",21135,6378,14757,6794228,0.31,0.09,0.22
"Massachusetts",2016,966,1273,817,1179,"MA",19608,6434,13174,6823608,0.29,0.09,0.19
"Massachusetts",2016,966,1273,817,1179,"MA",19608,6434,13174,6823608,0.29,0.09,0.19
"Massachusetts",2016,966,1273,817,1179,"MA",19608,6434,13174,6823608,0.29,0.09,0.19
"Massachusetts",2017,981,1292,928,1208,"MA",17565,6267,11298,6859789,0.26,0.09,0.16
"Massachusetts",2017,981,1292,928,1208,"MA",17565,6267,11298,6859789,0.26,0.09,0.16
"Massachusetts",2017,981,1292,928,1208,"MA",17565,6267,11298,6859789,0.26,0.09,0.16
"Massachusetts",2018,1019,1381,917,1295,"MA",20068,6811,13257,6882635,0.29,0.1,0.19
"Massachusetts",2018,1019,1381,917,1295,"MA",20068,6811,13257,6882635,0.29,0.1,0.19
"Massachusetts",2018,1019,1381,917,1295,"MA",20068,6811,13257,6882635,0.29,0.1,0.19
"Massachusetts",2019,1086,1477,1100,1360,"MA",18471,6259,12212,6892503,0.27,0.09,0.18
"Massachusetts",2019,1086,1477,1100,1360,"MA",18471,6259,12212,6892503,0.27,0.09,0.18
"Massachusetts",2019,1086,1477,1100,1360,"MA",18471,6259,12212,6892503,0.27,0.09,0.18
"Michigan",2015,635,819,616,803,"MI",10516,6546,3970,9931715,0.11,0.07,0.04
"Michigan",2015,635,819,616,803,"MI",10516,6546,3970,9931715,0.11,0.07,0.04
"Michigan",2015,635,819,616,803,"MI",10516,6546,3970,9931715,0.11,0.07,0.04
"Michigan",2016,646,833,638,818,"MI",9316,5803,3513,9950571,0.09,0.06,0.04
"Michigan",2016,646,833,638,818,"MI",9316,5803,3513,9950571,0.09,0.06,0.04
"Michigan",2016,646,833,638,818,"MI",9316,5803,3513,9950571,0.09,0.06,0.04
"Michigan",2017,667,846,633,835,"MI",9051,5628,3423,9973114,0.09,0.06,0.03
"Michigan",2017,667,846,633,835,"MI",9051,5628,3423,9973114,0.09,0.06,0.03
"Michigan",2017,667,846,633,835,"MI",9051,5628,3423,9973114,0.09,0.06,0.03
"Michigan",2018,682,881,686,861,"MI",8351,5209,3142,9984072,0.08,0.05,0.03
"Michigan",2018,682,881,686,861,"MI",8351,5209,3142,9984072,0.08,0.05,0.03
"Michigan",2018,682,881,686,861,"MI",8351,5209,3142,9984072,0.08,0.05,0.03
"Michigan",2019,713,906,674,888,"MI",8575,5212,3363,9986857,0.09,0.05,0.03
"Michigan",2019,713,906,674,888,"MI",8575,5212,3363,9986857,0.09,0.05,0.03
"Michigan",2019,713,906,674,888,"MI",8575,5212,3363,9986857,0.09,0.05,0.03
"Minnesota",2015,747,945,709,888,"MN",7546,3622,3924,5482032,0.14,0.07,0.07
"Minnesota",2015,747,945,709,888,"MN",7546,3622,3924,5482032,0.14,0.07,0.07
"Minnesota",2015,747,945,709,888,"MN",7546,3622,3924,5482032,0.14,0.07,0.07
"Minnesota",2016,792,956,699,912,"MN",7341,3669,3672,5522744,0.13,0.07,0.07
"Minnesota",2016,792,956,699,912,"MN",7341,3669,3672,5522744,0.13,0.07,0.07
"Minnesota",2016,792,956,699,912,"MN",7341,3669,3672,5522744,0.13,0.07,0.07
"Minnesota",2017,817,994,728,939,"MN",7668,3899,3769,5566230,0.14,0.07,0.07
"Minnesota",2017,817,994,728,939,"MN",7668,3899,3769,5566230,0.14,0.07,0.07
"Minnesota",2017,817,994,728,939,"MN",7668,3899,3769,5566230,0.14,0.07,0.07
"Minnesota",2018,854,1033,780,969,"MN",7243,3993,3250,5606249,0.13,0.07,0.06
"Minnesota",2018,854,1033,780,969,"MN",7243,3993,3250,5606249,0.13,0.07,0.06
"Minnesota",2018,854,1033,780,969,"MN",7243,3993,3250,5606249,0.13,0.07,0.06
"Minnesota",2019,902,1082,831,1016,"MN",7977,4586,3391,5639632,0.14,0.08,0.06
"Minnesota",2019,902,1082,831,1016,"MN",7977,4586,3391,5639632,0.14,0.08,0.06
"Minnesota",2019,902,1082,831,1016,"MN",7977,4586,3391,5639632,0.14,0.08,0.06
"Mississippi",2015,560,693,528,724,"MS",1983,1475,508,2988471,0.07,0.05,0.02
"Mississippi",2015,560,693,528,724,"MS",1983,1475,508,2988471,0.07,0.05,0.02
"Mississippi",2015,560,693,528,724,"MS",1983,1475,508,2988471,0.07,0.05,0.02
"Mississippi",2016,589,687,545,728,"MS",1738,1299,439,2987938,0.06,0.04,0.01
"Mississippi",2016,589,687,545,728,"MS",1738,1299,439,2987938,0.06,0.04,0.01
"Mississippi",2016,589,687,545,728,"MS",1738,1299,439,2987938,0.06,0.04,0.01
"Mississippi",2017,564,703,550,742,"MS",1472,1100,372,2988510,0.05,0.04,0.01
"Mississippi",2017,564,703,550,742,"MS",1472,1100,372,2988510,0.05,0.04,0.01
"Mississippi",2017,564,703,550,742,"MS",1472,1100,372,2988510,0.05,0.04,0.01
"Mississippi",2018,613,743,570,777,"MS",1352,1024,328,2981020,0.05,0.03,0.01
"Mississippi",2018,613,743,570,777,"MS",1352,1024,328,2981020,0.05,0.03,0.01
"Mississippi",2018,613,743,570,777,"MS",1352,1024,328,2981020,0.05,0.03,0.01
"Mississippi",2019,613,747,598,777,"MS",1184,963,221,2976149,0.04,0.03,0.01
"Mississippi",2019,613,747,598,777,"MS",1184,963,221,2976149,0.04,0.03,0.01
"Mississippi",2019,613,747,598,777,"MS",1184,963,221,2976149,0.04,0.03,0.01
"Missouri",2015,600,757,555,763,"MO",6482,3434,3048,6071732,0.11,0.06,0.05
"Missouri",2015,600,757,555,763,"MO",6482,3434,3048,6071732,0.11,0.06,0.05
"Missouri",2015,600,757,555,763,"MO",6482,3434,3048,6071732,0.11,0.06,0.05
"Missouri",2016,611,765,580,771,"MO",6194,3810,2384,6087135,0.1,0.06,0.04
"Missouri",2016,611,765,580,771,"MO",6194,3810,2384,6087135,0.1,0.06,0.04
"Missouri",2016,611,765,580,771,"MO",6194,3810,2384,6087135,0.1,0.06,0.04
"Missouri",2017,636,789,622,800,"MO",6037,3768,2269,6106670,0.1,0.06,0.04
"Missouri",2017,636,789,622,800,"MO",6037,3768,2269,6106670,0.1,0.06,0.04
"Missouri",2017,636,789,622,800,"MO",6037,3768,2269,6106670,0.1,0.06,0.04
"Missouri",2018,661,819,691,830,"MO",5883,3776,2107,6121623,0.1,0.06,0.03
"Missouri",2018,661,819,691,830,"MO",5883,3776,2107,6121623,0.1,0.06,0.03
"Missouri",2018,661,819,691,830,"MO",5883,3776,2107,6121623,0.1,0.06,0.03
"Missouri",2019,683,829,687,834,"MO",6179,4173,2006,6137428,0.1,0.07,0.03
"Missouri",2019,683,829,687,834,"MO",6179,4173,2006,6137428,0.1,0.07,0.03
"Missouri",2019,683,829,687,834,"MO",6179,4173,2006,6137428,0.1,0.07,0.03
"Montana",2015,558,768,515,763,"MT",1709,1127,582,1030475,0.17,0.11,0.06
"Montana",2015,558,768,515,763,"MT",1709,1127,582,1030475,0.17,0.11,0.06
"Montana",2015,558,768,515,763,"MT",1709,1127,582,1030475,0.17,0.11,0.06
"Montana",2016,566,761,498,741,"MT",1418,844,574,1040859,0.14,0.08,0.06
"Montana",2016,566,761,498,741,"MT",1418,844,574,1040859,0.14,0.08,0.06
"Montana",2016,566,761,498,741,"MT",1418,844,574,1040859,0.14,0.08,0.06
"Montana",2017,623,781,577,759,"MT",1529,987,542,1052482,0.15,0.09,0.05
"Montana",2017,623,781,577,759,"MT",1529,987,542,1052482,0.15,0.09,0.05
"Montana",2017,623,781,577,759,"MT",1529,987,542,1052482,0.15,0.09,0.05
"Montana",2018,620,830,607,811,"MT",1405,983,422,1060665,0.13,0.09,0.04
"Montana",2018,620,830,607,811,"MT",1405,983,422,1060665,0.13,0.09,0.04
"Montana",2018,620,830,607,811,"MT",1405,983,422,1060665,0.13,0.09,0.04
"Montana",2019,660,849,590,831,"MT",1357,947,410,1068778,0.13,0.09,0.04
"Montana",2019,660,849,590,831,"MT",1357,947,410,1068778,0.13,0.09,0.04
"Montana",2019,660,849,590,831,"MT",1357,947,410,1068778,0.13,0.09,0.04
"Nebraska",2015,625,760,600,750,"NE",2744,1720,1024,1891277,0.15,0.09,0.05
"Nebraska",2015,625,760,600,750,"NE",2744,1720,1024,1891277,0.15,0.09,0.05
"Nebraska",2015,625,760,600,750,"NE",2744,1720,1024,1891277,0.15,0.09,0.05
"Nebraska",2016,635,773,569,769,"NE",2754,1880,874,1905616,0.14,0.1,0.05
"Nebraska",2016,635,773,569,769,"NE",2754,1880,874,1905616,0.14,0.1,0.05
"Nebraska",2016,635,773,569,769,"NE",2754,1880,874,1905616,0.14,0.1,0.05
"Nebraska",2017,657,812,548,801,"NE",2501,1698,803,1915947,0.13,0.09,0.04
"Nebraska",2017,657,812,548,801,"NE",2501,1698,803,1915947,0.13,0.09,0.04
"Nebraska",2017,657,812,548,801,"NE",2501,1698,803,1915947,0.13,0.09,0.04
"Nebraska",2018,703,847,734,830,"NE",2421,1745,676,1925614,0.13,0.09,0.04
"Nebraska",2018,703,847,734,830,"NE",2421,1745,676,1925614,0.13,0.09,0.04
"Nebraska",2018,703,847,734,830,"NE",2421,1745,676,1925614,0.13,0.09,0.04
"Nebraska",2019,737,850,727,859,"NE",2365,1715,650,1934408,0.12,0.09,0.03
"Nebraska",2019,737,850,727,859,"NE",2365,1715,650,1934408,0.12,0.09,0.03
"Nebraska",2019,737,850,727,859,"NE",2365,1715,650,1934408,0.12,0.09,0.03
"Nevada",2015,740,922,622,980,"NV",8743,7858,885,2866939,0.3,0.27,0.03
"Nevada",2015,740,922,622,980,"NV",8743,7858,885,2866939,0.3,0.27,0.03
"Nevada",2015,740,922,622,980,"NV",8743,7858,885,2866939,0.3,0.27,0.03
"Nevada",2016,757,928,618,1003,"NV",7398,6853,545,2917563,0.25,0.23,0.02
"Nevada",2016,757,928,618,1003,"NV",7398,6853,545,2917563,0.25,0.23,0.02
"Nevada",2016,757,928,618,1003,"NV",7398,6853,545,2917563,0.25,0.23,0.02
"Nevada",2017,832,978,716,1051,"NV",7833,7281,552,2969905,0.26,0.25,0.02
"Nevada",2017,832,978,716,1051,"NV",7833,7281,552,2969905,0.26,0.25,0.02
"Nevada",2017,832,978,716,1051,"NV",7833,7281,552,2969905,0.26,0.25,0.02
"Nevada",2018,885,1049,763,1108,"NV",7544,7058,486,3027341,0.25,0.23,0.02
"Nevada",2018,885,1049,763,1108,"NV",7544,7058,486,3027341,0.25,0.23,0.02
"Nevada",2018,885,1049,763,1108,"NV",7544,7058,486,3027341,0.25,0.23,0.02
"Nevada",2019,937,1107,796,1168,"NV",7169,6614,555,3080156,0.23,0.21,0.02
"Nevada",2019,937,1107,796,1168,"NV",7169,6614,555,3080156,0.23,0.21,0.02
"Nevada",2019,937,1107,796,1168,"NV",7169,6614,555,3080156,0.23,0.21,0.02
"New Hampshire",2015,801,1105,718,1017,"NH",1445,778,667,1336350,0.11,0.06,0.05
"New Hampshire",2015,801,1105,718,1017,"NH",1445,778,667,1336350,0.11,0.06,0.05
"New Hampshire",2015,801,1105,718,1017,"NH",1445,778,667,1336350,0.11,0.06,0.05
"New Hampshire",2016,842,1094,740,1026,"NH",1366,827,539,1342307,0.1,0.06,0.04
"New Hampshire",2016,842,1094,740,1026,"NH",1366,827,539,1342307,0.1,0.06,0.04
"New Hampshire",2016,842,1094,740,1026,"NH",1366,827,539,1342307,0.1,0.06,0.04
"New Hampshire",2017,849,1147,695,1072,"NH",1456,776,680,1348787,0.11,0.06,0.05
"New Hampshire",2017,849,1147,695,1072,"NH",1456,776,680,1348787,0.11,0.06,0.05
"New Hampshire",2017,849,1147,695,1072,"NH",1456,776,680,1348787,0.11,0.06,0.05
"New Hampshire",2018,854,1189,765,1090,"NH",1450,835,615,1353465,0.11,0.06,0.05
"New Hampshire",2018,854,1189,765,1090,"NH",1450,835,615,1353465,0.11,0.06,0.05
"New Hampshire",2018,854,1189,765,1090,"NH",1450,835,615,1353465,0.11,0.06,0.05
"New Hampshire",2019,900,1273,756,1147,"NH",1396,812,584,1359711,0.1,0.06,0.04
"New Hampshire",2019,900,1273,756,1147,"NH",1396,812,584,1359711,0.1,0.06,0.04
"New Hampshire",2019,900,1273,756,1147,"NH",1396,812,584,1359711,0.1,0.06,0.04
"New Jersey",2015,1024,1287,855,1214,"NJ",10098,6189,3909,8867949,0.11,0.07,0.04
"New Jersey",2015,1024,1287,855,1214,"NJ",10098,6189,3909,8867949,0.11,0.07,0.04
"New Jersey",2015,1024,1287,855,1214,"NJ",10098,6189,3909,8867949,0.11,0.07,0.04
"New Jersey",2016,1057,1318,874,1244,"NJ",8895,5540,3355,8870827,0.1,0.06,0.04
"New Jersey",2016,1057,1318,874,1244,"NJ",8895,5540,3355,8870827,0.1,0.06,0.04
"New Jersey",2016,1057,1318,874,1244,"NJ",8895,5540,3355,8870827,0.1,0.06,0.04
"New Jersey",2017,1092,1346,953,1284,"NJ",8536,5433,3103,8885525,0.1,0.06,0.03
"New Jersey",2017,1092,1346,953,1284,"NJ",8536,5433,3103,8885525,0.1,0.06,0.03
"New Jersey",2017,1092,1346,953,1284,"NJ",8536,5433,3103,8885525,0.1,0.06,0.03
"New Jersey",2018,1136,1418,979,1336,"NJ",9398,6048,3350,8886025,0.11,0.07,0.04
"New Jersey",2018,1136,1418,979,1336,"NJ",9398,6048,3350,8886025,0.11,0.07,0.04
"New Jersey",2018,1136,1418,979,1336,"NJ",9398,6048,3350,8886025,0.11,0.07,0.04
"New Jersey",2019,1181,1443,1059,1376,"NJ",8862,5895,2967,8882190,0.1,0.07,0.03
"New Jersey",2019,1181,1443,1059,1376,"NJ",8862,5895,2967,8882190,0.1,0.07,0.03
"New Jersey",2019,1181,1443,1059,1376,"NJ",8862,5895,2967,8882190,0.1,0.07,0.03
"New Mexico",2015,627,745,548,783,"NM",2629,1666,963,2089291,0.13,0.08,0.05
"New Mexico",2015,627,745,548,783,"NM",2629,1666,963,2089291,0.13,0.08,0.05
"New Mexico",2015,627,745,548,783,"NM",2629,1666,963,2089291,0.13,0.08,0.05
"New Mexico",2016,643,782,565,804,"NM",2263,1556,707,2091630,0.11,0.07,0.03
"New Mexico",2016,643,782,565,804,"NM",2263,1556,707,2091630,0.11,0.07,0.03
"New Mexico",2016,643,782,565,804,"NM",2263,1556,707,2091630,0.11,0.07,0.03
"New Mexico",2017,658,780,565,813,"NM",2482,1865,617,2091784,0.12,0.09,0.03
"New Mexico",2017,658,780,565,813,"NM",2482,1865,617,2091784,0.12,0.09,0.03
"New Mexico",2017,658,780,565,813,"NM",2482,1865,617,2091784,0.12,0.09,0.03
"New Mexico",2018,647,806,598,830,"NM",2551,1949,602,2092741,0.12,0.09,0.03
"New Mexico",2018,647,806,598,830,"NM",2551,1949,602,2092741,0.12,0.09,0.03
"New Mexico",2018,647,806,598,830,"NM",2551,1949,602,2092741,0.12,0.09,0.03
"New Mexico",2019,683,819,575,847,"NM",3241,2464,777,2096829,0.15,0.12,0.04
"New Mexico",2019,683,819,575,847,"NM",3241,2464,777,2096829,0.15,0.12,0.04
"New Mexico",2019,683,819,575,847,"NM",3241,2464,777,2096829,0.15,0.12,0.04
"New York",2015,1122,1180,1091,1173,"NY",88250,36135,52115,19654666,0.45,0.18,0.27
"New York",2015,1122,1180,1091,1173,"NY",88250,36135,52115,19654666,0.45,0.18,0.27
"New York",2015,1122,1180,1091,1173,"NY",88250,36135,52115,19654666,0.45,0.18,0.27
"New York",2016,1148,1196,1115,1194,"NY",86352,35315,51037,19633428,0.44,0.18,0.26
"New York",2016,1148,1196,1115,1194,"NY",86352,35315,51037,19633428,0.44,0.18,0.26
"New York",2016,1148,1196,1115,1194,"NY",86352,35315,51037,19633428,0.44,0.18,0.26
"New York",2017,1177,1223,1158,1226,"NY",89503,37390,52113,19589572,0.46,0.19,0.27
"New York",2017,1177,1223,1158,1226,"NY",89503,37390,52113,19589572,0.46,0.19,0.27
"New York",2017,1177,1223,1158,1226,"NY",89503,37390,52113,19589572,0.46,0.19,0.27
"New York",2018,1208,1281,1198,1274,"NY",91897,39827,52070,19530351,0.47,0.2,0.27
"New York",2018,1208,1281,1198,1274,"NY",91897,39827,52070,19530351,0.47,0.2,0.27
"New York",2018,1208,1281,1198,1274,"NY",91897,39827,52070,19530351,0.47,0.2,0.27
"New York",2019,1248,1320,1218,1309,"NY",92091,42113,49978,19453561,0.47,0.22,0.26
"New York",2019,1248,1320,1218,1309,"NY",92091,42113,49978,19453561,0.47,0.22,0.26
"New York",2019,1248,1320,1218,1309,"NY",92091,42113,49978,19453561,0.47,0.22,0.26
"North Carolina",2015,692,774,744,827,"NC",10685,7156,3529,10031646,0.11,0.07,0.04
"North Carolina",2015,692,774,744,827,"NC",10685,7156,3529,10031646,0.11,0.07,0.04
"North Carolina",2015,692,774,744,827,"NC",10685,7156,3529,10031646,0.11,0.07,0.04
"North Carolina",2016,734,779,727,839,"NC",9559,6396,3163,10154788,0.09,0.06,0.03
"North Carolina",2016,734,779,727,839,"NC",9559,6396,3163,10154788,0.09,0.06,0.03
"North Carolina",2016,734,779,727,839,"NC",9559,6396,3163,10154788,0.09,0.06,0.03
"North Carolina",2017,760,810,745,861,"NC",8962,6044,2918,10268233,0.09,0.06,0.03
"North Carolina",2017,760,810,745,861,"NC",8962,6044,2918,10268233,0.09,0.06,0.03
"North Carolina",2017,760,810,745,861,"NC",8962,6044,2918,10268233,0.09,0.06,0.03
"North Carolina",2018,801,846,765,900,"NC",9268,6451,2817,10381615,0.09,0.06,0.03
"North Carolina",2018,801,846,765,900,"NC",9268,6451,2817,10381615,0.09,0.06,0.03
"North Carolina",2018,801,846,765,900,"NC",9268,6451,2817,10381615,0.09,0.06,0.03
"North Carolina",2019,853,878,732,931,"NC",9314,6867,2447,10488084,0.09,0.07,0.02
"North Carolina",2019,853,878,732,931,"NC",9314,6867,2447,10488084,0.09,0.07,0.02
"North Carolina",2019,853,878,732,931,"NC",9314,6867,2447,10488084,0.09,0.07,0.02
"North Dakota",2015,594,774,657,775,"ND",1305,864,441,754066,0.17,0.11,0.06
"North Dakota",2015,594,774,657,775,"ND",1305,864,441,754066,0.17,0.11,0.06
"North Dakota",2015,594,774,657,775,"ND",1305,864,441,754066,0.17,0.11,0.06
"North Dakota",2016,631,787,540,776,"ND",923,662,261,754434,0.12,0.09,0.03
"North Dakota",2016,631,787,540,776,"ND",923,662,261,754434,0.12,0.09,0.03
"North Dakota",2016,631,787,540,776,"ND",923,662,261,754434,0.12,0.09,0.03
"North Dakota",2017,637,790,618,785,"ND",1089,832,257,754942,0.14,0.11,0.03
"North Dakota",2017,637,790,618,785,"ND",1089,832,257,754942,0.14,0.11,0.03
"North Dakota",2017,637,790,618,785,"ND",1089,832,257,754942,0.14,0.11,0.03
"North Dakota",2018,723,786,661,808,"ND",542,467,75,758080,0.07,0.06,0.01
"North Dakota",2018,723,786,661,808,"ND",542,467,75,758080,0.07,0.06,0.01
"North Dakota",2018,723,786,661,808,"ND",542,467,75,758080,0.07,0.06,0.01
"North Dakota",2019,668,815,658,804,"ND",557,377,180,762062,0.07,0.05,0.02
"North Dakota",2019,668,815,658,804,"ND",557,377,180,762062,0.07,0.05,0.02
"North Dakota",2019,668,815,658,804,"ND",557,377,180,762062,0.07,0.05,0.02
"Ohio",2015,586,754,537,746,"OH",11182,7565,3617,11617527,0.1,0.07,0.03
"Ohio",2015,586,754,537,746,"OH",11182,7565,3617,11617527,0.1,0.07,0.03
"Ohio",2015,586,754,537,746,"OH",11182,7565,3617,11617527,0.1,0.07,0.03
"Ohio",2016,587,767,570,759,"OH",10404,6946,3458,11634370,0.09,0.06,0.03
"Ohio",2016,587,767,570,759,"OH",10404,6946,3458,11634370,0.09,0.06,0.03
"Ohio",2016,587,767,570,759,"OH",10404,6946,3458,11634370,0.09,0.06,0.03
"Ohio",2017,604,779,569,772,"OH",10095,6688,3407,11659650,0.09,0.06,0.03
"Ohio",2017,604,779,569,772,"OH",10095,6688,3407,11659650,0.09,0.06,0.03
"Ohio",2017,604,779,569,772,"OH",10095,6688,3407,11659650,0.09,0.06,0.03
"Ohio",2018,625,810,605,797,"OH",10249,6929,3320,11676341,0.09,0.06,0.03
"Ohio",2018,625,810,605,797,"OH",10249,6929,3320,11676341,0.09,0.06,0.03
"Ohio",2018,625,810,605,797,"OH",10249,6929,3320,11676341,0.09,0.06,0.03
"Ohio",2019,650,824,614,813,"OH",10345,7041,3304,11689100,0.09,0.06,0.03
"Ohio",2019,650,824,614,813,"OH",10345,7041,3304,11689100,0.09,0.06,0.03
"Ohio",2019,650,824,614,813,"OH",10345,7041,3304,11689100,0.09,0.06,0.03
"Oklahoma",2015,602,742,561,759,"OK",3777,2781,996,3909500,0.1,0.07,0.03
"Oklahoma",2015,602,742,561,759,"OK",3777,2781,996,3909500,0.1,0.07,0.03
"Oklahoma",2015,602,742,561,759,"OK",3777,2781,996,3909500,0.1,0.07,0.03
"Oklahoma",2016,606,734,544,744,"OK",4107,2997,1110,3926331,0.1,0.08,0.03
"Oklahoma",2016,606,734,544,744,"OK",4107,2997,1110,3926331,0.1,0.08,0.03
"Oklahoma",2016,606,734,544,744,"OK",4107,2997,1110,3926331,0.1,0.08,0.03
"Oklahoma",2017,628,770,607,780,"OK",4199,2824,1375,3931316,0.11,0.07,0.03
"Oklahoma",2017,628,770,607,780,"OK",4199,2824,1375,3931316,0.11,0.07,0.03
"Oklahoma",2017,628,770,607,780,"OK",4199,2824,1375,3931316,0.11,0.07,0.03
"Oklahoma",2018,637,798,611,808,"OK",3871,2823,1048,3940235,0.1,0.07,0.03
"Oklahoma",2018,637,798,611,808,"OK",3871,2823,1048,3940235,0.1,0.07,0.03
"Oklahoma",2018,637,798,611,808,"OK",3871,2823,1048,3940235,0.1,0.07,0.03
"Oklahoma",2019,641,793,607,814,"OK",3944,3063,881,3956971,0.1,0.08,0.02
"Oklahoma",2019,641,793,607,814,"OK",3944,3063,881,3956971,0.1,0.08,0.02
"Oklahoma",2019,641,793,607,814,"OK",3944,3063,881,3956971,0.1,0.08,0.02
"Oregon",2015,781,904,747,943,"OR",13226,9461,3765,4015792,0.33,0.24,0.09
"Oregon",2015,781,904,747,943,"OR",13226,9461,3765,4015792,0.33,0.24,0.09
"Oregon",2015,781,904,747,943,"OR",13226,9461,3765,4015792,0.33,0.24,0.09
"Oregon",2016,848,975,825,1015,"OR",13238,9379,3859,4089976,0.32,0.23,0.09
"Oregon",2016,848,975,825,1015,"OR",13238,9379,3859,4089976,0.32,0.23,0.09
"Oregon",2016,848,975,825,1015,"OR",13238,9379,3859,4089976,0.32,0.23,0.09
"Oregon",2017,890,1043,858,1079,"OR",13953,10434,3519,4143625,0.34,0.25,0.08
"Oregon",2017,890,1043,858,1079,"OR",13953,10434,3519,4143625,0.34,0.25,0.08
"Oregon",2017,890,1043,858,1079,"OR",13953,10434,3519,4143625,0.34,0.25,0.08
"Oregon",2018,931,1118,881,1130,"OR",14476,11139,3337,4181886,0.35,0.27,0.08
"Oregon",2018,931,1118,881,1130,"OR",14476,11139,3337,4181886,0.35,0.27,0.08
"Oregon",2018,931,1118,881,1130,"OR",14476,11139,3337,4181886,0.35,0.27,0.08
"Oregon",2019,998,1164,1017,1185,"OR",15876,12354,3522,4217737,0.38,0.29,0.08
"Oregon",2019,998,1164,1017,1185,"OR",15876,12354,3522,4217737,0.38,0.29,0.08
"Oregon",2019,998,1164,1017,1185,"OR",15876,12354,3522,4217737,0.38,0.29,0.08
"Pennsylvania",2015,720,893,666,868,"PA",15421,8605,6816,12784826,0.12,0.07,0.05
"Pennsylvania",2015,720,893,666,868,"PA",15421,8605,6816,12784826,0.12,0.07,0.05
"Pennsylvania",2015,720,893,666,868,"PA",15421,8605,6816,12784826,0.12,0.07,0.05
"Pennsylvania",2016,744,906,699,881,"PA",15339,8599,6740,12782275,0.12,0.07,0.05
"Pennsylvania",2016,744,906,699,881,"PA",15339,8599,6740,12782275,0.12,0.07,0.05
"Pennsylvania",2016,744,906,699,881,"PA",15339,8599,6740,12782275,0.12,0.07,0.05
"Pennsylvania",2017,757,915,755,893,"PA",14138,8271,5867,12787641,0.11,0.06,0.05
"Pennsylvania",2017,757,915,755,893,"PA",14138,8271,5867,12787641,0.11,0.06,0.05
"Pennsylvania",2017,757,915,755,893,"PA",14138,8271,5867,12787641,0.11,0.06,0.05
"Pennsylvania",2018,776,962,732,927,"PA",13512,8163,5349,12800922,0.11,0.06,0.04
